Depth (m),Time,Black Carbon (ppb)
8.787,2011.534,0.68
8.791,2011.533,0.58
8.795,2011.532,0.63
8.799,2011.531,0.61
8.803,2011.53,0.49
8.807,2011.529,0.47
8.811,2011.528,0.48
8.815,2011.527,0.35
8.819,2011.526,0.35
8.823,2011.525,0.4
8.827,2011.524,0.32
8.831,2011.523,0.36
8.835,2011.522,0.35
8.839,2011.521,0.38
8.843,2011.52,0.26
8.847,2011.519,0.23
8.851,2011.518,0.23
8.855,2011.517,0.19
8.859,2011.516,0.2
8.863,2011.515,0.18
8.867,2011.514,0.27
8.871,2011.513,0.21
8.876,2011.511,0.11
8.88,2011.51,0.06
8.884,2011.509,0.05
8.888,2011.508,0.04
8.892,2011.507,0.2
8.896,2011.506,0.01
8.901,2011.505,0.01
8.905,2011.504,0.05
8.909,2011.503,0.01
8.913,2011.502,0.04
8.917,2011.501,0.33
8.921,2011.5,0.26
8.925,2011.499,0.47
8.93,2011.498,0.5
8.934,2011.496,0.84
8.938,2011.495,0.59
8.942,2011.494,0.68
8.946,2011.493,0.76
8.95,2011.492,0.71
8.954,2011.491,0.67
8.959,2011.49,0.88
8.963,2011.489,1.44
8.967,2011.488,1.34
8.971,2011.487,2
8.975,2011.486,2.02
8.979,2011.485,1.92
8.983,2011.484,2.81
8.988,2011.483,2.53
8.992,2011.482,2.53
8.996,2011.481,2.74
9,2011.48,2.46
9.004,2011.479,2.41
9.008,2011.477,2.52
9.013,2011.476,2.35
9.017,2011.475,2.31
9.021,2011.474,2.09
9.026,2011.473,1.72
9.03,2011.472,1.52
9.034,2011.471,1.17
9.038,2011.47,1.08
9.043,2011.469,1.07
9.047,2011.467,0.82
9.051,2011.466,0.8
9.056,2011.465,0.77
9.06,2011.464,0.65
9.064,2011.463,0.86
9.069,2011.462,1.11
9.073,2011.461,0.73
9.077,2011.46,0.57
9.081,2011.459,0.61
9.086,2011.457,0.54
9.09,2011.456,0.44
9.094,2011.455,0.54
9.098,2011.454,0.66
9.102,2011.453,0.35
9.106,2011.452,0.54
9.11,2011.451,0.64
9.114,2011.45,0.6
9.118,2011.449,0.67
9.122,2011.448,0.68
9.126,2011.447,0.61
9.13,2011.446,0.73
9.135,2011.445,0.67
9.139,2011.444,0.87
9.143,2011.443,0.28
9.147,2011.442,0.61
9.151,2011.441,0.58
9.155,2011.44,0.57
9.159,2011.439,0.45
9.163,2011.438,0.37
9.167,2011.437,0.3
9.172,2011.435,0.34
9.176,2011.434,0.46
9.18,2011.433,0.45
9.184,2011.432,0.32
9.189,2011.431,0.17
9.193,2011.43,0.37
9.198,2011.429,0.56
9.202,2011.428,0.66
9.206,2011.427,0.45
9.211,2011.425,0.58
9.215,2011.424,0.4
9.22,2011.423,0.56
9.224,2011.422,0.66
9.228,2011.421,0.43
9.233,2011.42,0.44
9.237,2011.419,0.49
9.242,2011.417,0.56
9.246,2011.416,0.63
9.25,2011.415,0.69
9.255,2011.414,1.19
9.259,2011.413,1.58
9.264,2011.412,1.61
9.268,2011.411,1.79
9.272,2011.41,2.08
9.277,2011.408,1.54
9.281,2011.407,1.96
9.286,2011.406,1.83
9.29,2011.405,2.58
9.294,2011.404,3.12
9.299,2011.403,3.25
9.303,2011.402,2.74
9.307,2011.401,2.7
9.312,2011.399,1.63
9.316,2011.398,1.47
9.321,2011.397,1.45
9.325,2011.396,1.38
9.329,2011.395,1.35
9.334,2011.394,1.41
9.338,2011.393,0.87
9.343,2011.391,0.95
9.347,2011.39,1.06
9.352,2011.389,1.04
9.356,2011.388,1.08
9.36,2011.387,0.79
9.365,2011.386,0.7
9.369,2011.385,0.63
9.374,2011.384,0.48
9.378,2011.383,0.45
9.383,2011.381,0.64
9.387,2011.38,0.45
9.392,2011.379,0.49
9.396,2011.378,0.47
9.401,2011.377,0.66
9.405,2011.376,0.38
9.409,2011.375,0.79
9.414,2011.373,0.61
9.418,2011.372,0.95
9.423,2011.371,0.78
9.427,2011.37,0.69
9.432,2011.369,0.6
9.436,2011.368,0.54
9.441,2011.366,0.33
9.445,2011.365,0.29
9.45,2011.364,0.31
9.454,2011.363,0.59
9.459,2011.362,0.57
9.463,2011.361,0.48
9.468,2011.359,0.82
9.472,2011.358,1.06
9.477,2011.357,1.16
9.481,2011.356,1.37
9.486,2011.355,1.23
9.49,2011.354,1.26
9.495,2011.352,1.47
9.499,2011.351,1.88
9.504,2011.35,1.39
9.508,2011.349,1.08
9.513,2011.348,0.65
9.517,2011.347,0.91
9.522,2011.346,1.69
9.526,2011.345,2.52
9.53,2011.343,2.45
9.535,2011.342,2.41
9.539,2011.341,3.09
9.544,2011.34,3.49
9.548,2011.339,3.71
9.553,2011.338,4.52
9.557,2011.337,3.96
9.561,2011.336,3.56
9.566,2011.334,2.82
9.57,2011.333,2.94
9.575,2011.332,1.92
9.579,2011.331,2.02
9.583,2011.33,1.32
9.588,2011.329,1.74
9.592,2011.328,1.35
9.597,2011.326,1.32
9.601,2011.325,1.07
9.606,2011.324,1.15
9.611,2011.323,0.98
9.615,2011.322,0.81
9.62,2011.32,0.73
9.624,2011.319,0.79
9.629,2011.318,0.88
9.633,2011.317,0.42
9.638,2011.316,0.5
9.643,2011.314,0.52
9.647,2011.313,0.35
9.652,2011.312,0.43
9.656,2011.311,0.32
9.661,2011.31,0.2
9.665,2011.309,0.39
9.67,2011.308,0.75
9.674,2011.307,1.01
9.679,2011.305,0.4
9.684,2011.304,0.37
9.688,2011.303,0.3
9.693,2011.302,0.36
9.698,2011.3,0.4
9.703,2011.299,0.5
9.707,2011.298,0.77
9.712,2011.297,0.96
9.717,2011.295,1.43
9.722,2011.294,1.41
9.726,2011.293,1.58
9.731,2011.292,1.31
9.736,2011.291,2.29
9.74,2011.29,4.01
9.745,2011.288,5.69
9.75,2011.287,7.24
9.755,2011.286,7.01
9.759,2011.285,7.19
9.764,2011.283,7.36
9.769,2011.282,6.75
9.773,2011.281,6.45
9.778,2011.28,6.72
9.782,2011.279,6.6
9.787,2011.278,5.75
9.791,2011.276,5.52
9.795,2011.275,6.53
9.8,2011.274,7.39
9.804,2011.273,6.86
9.809,2011.272,6.96
9.813,2011.271,7.89
9.818,2011.27,6.95
9.822,2011.269,7.98
9.826,2011.268,8.15
9.831,2011.266,6.12
9.835,2011.265,6.14
9.84,2011.264,6.66
9.844,2011.263,5.08
9.849,2011.262,5
9.853,2011.261,4.25
9.858,2011.259,3.12
9.862,2011.258,1.98
9.866,2011.257,2.15
9.871,2011.256,1.96
9.875,2011.255,1.11
9.88,2011.254,1.64
9.884,2011.253,2.2
9.889,2011.251,1.94
9.893,2011.25,1.72
9.897,2011.249,2.33
9.902,2011.248,3.73
9.906,2011.247,4.71
9.911,2011.246,4.51
9.915,2011.245,5.62
9.92,2011.243,5.06
9.924,2011.242,4.81
9.928,2011.241,4.67
9.933,2011.24,4.91
9.937,2011.239,5.5
9.942,2011.238,3.8
9.946,2011.237,3.25
9.951,2011.235,4.7
9.956,2011.234,9.39
9.96,2011.233,18.26
9.965,2011.232,18.82
9.969,2011.231,18.11
9.974,2011.23,19.06
9.979,2011.228,16.35
9.983,2011.227,15.68
9.988,2011.226,14.4
9.992,2011.225,13.18
9.997,2011.224,14.34
10.002,2011.222,12.72
10.006,2011.221,13.31
10.011,2011.22,12.27
10.015,2011.219,10.58
10.02,2011.218,7.74
10.025,2011.216,5.72
10.029,2011.215,4.93
10.033,2011.214,4.29
10.038,2011.213,4.81
10.042,2011.212,4.34
10.046,2011.211,4.55
10.051,2011.21,4.83
10.055,2011.209,6.11
10.06,2011.207,5.59
10.064,2011.206,7.37
10.068,2011.205,6.54
10.073,2011.204,5.06
10.077,2011.203,5.36
10.081,2011.202,5.15
10.086,2011.201,4.96
10.09,2011.2,4.98
10.094,2011.199,4.8
10.099,2011.197,4.43
10.103,2011.196,4.52
10.107,2011.195,4.27
10.112,2011.194,4.23
10.116,2011.193,4.31
10.121,2011.192,3.96
10.125,2011.191,3.66
10.129,2011.19,3.33
10.134,2011.188,3.79
10.138,2011.187,3.86
10.143,2011.186,4.68
10.147,2011.185,4.4
10.151,2011.184,4.4
10.156,2011.183,5.42
10.16,2011.182,5.44
10.165,2011.18,4.62
10.169,2011.179,4.74
10.173,2011.178,3.78
10.178,2011.177,4.02
10.182,2011.176,4.63
10.187,2011.175,4.49
10.191,2011.174,3.73
10.195,2011.173,3.34
10.199,2011.172,2.34
10.204,2011.17,2.54
10.208,2011.169,3.33
10.212,2011.168,3.31
10.217,2011.167,2.65
10.221,2011.166,2.32
10.225,2011.165,2.21
10.229,2011.164,1.6
10.234,2011.163,1.06
10.238,2011.162,1.17
10.242,2011.161,0.91
10.247,2011.159,0.84
10.251,2011.158,0.92
10.255,2011.157,0.85
10.259,2011.156,0.85
10.264,2011.155,0.87
10.268,2011.154,1.01
10.272,2011.153,1.16
10.277,2011.152,1.7
10.281,2011.151,2.38
10.286,2011.149,3.03
10.29,2011.148,2.56
10.295,2011.147,2.95
10.299,2011.146,3.09
10.304,2011.145,3.3
10.308,2011.144,3.39
10.312,2011.143,3.88
10.317,2011.141,4.34
10.321,2011.14,4.74
10.326,2011.139,4.02
10.33,2011.138,3.58
10.335,2011.137,3.04
10.339,2011.136,2.48
10.343,2011.135,3.14
10.348,2011.133,2.78
10.352,2011.132,2.57
10.357,2011.131,2.19
10.361,2011.13,1.43
10.365,2011.129,1.63
10.369,2011.128,1.66
10.374,2011.127,1.56
10.378,2011.126,1.71
10.382,2011.125,1.83
10.386,2011.124,1.91
10.391,2011.122,2.2
10.395,2011.121,2.13
10.399,2011.12,2.16
10.403,2011.119,1.97
10.408,2011.118,1.75
10.412,2011.117,2.37
10.416,2011.116,2.27
10.42,2011.115,1.78
10.424,2011.114,1.58
10.429,2011.113,1.44
10.433,2011.112,1.44
10.437,2011.111,1.6
10.442,2011.109,1.36
10.446,2011.108,1.32
10.45,2011.107,0.89
10.455,2011.106,1.05
10.459,2011.105,0.73
10.463,2011.104,1.06
10.468,2011.103,0.87
10.472,2011.102,1.28
10.477,2011.1,1.45
10.481,2011.099,1.89
10.485,2011.098,1.9
10.49,2011.097,2.67
10.494,2011.096,2.02
10.499,2011.095,2.33
10.503,2011.094,1.89
10.507,2011.093,3.37
10.512,2011.091,4.71
10.516,2011.09,5.15
10.52,2011.089,3.6
10.525,2011.088,2.88
10.529,2011.087,1.95
10.534,2011.086,1.49
10.538,2011.085,1.05
10.542,2011.084,0.93
10.547,2011.082,0.67
10.551,2011.081,0.78
10.556,2011.08,0.51
10.56,2011.079,0.66
10.564,2011.078,0.57
10.569,2011.077,0.5
10.573,2011.076,0.42
10.577,2011.075,0.34
10.582,2011.073,0.5
10.586,2011.072,0.43
10.591,2011.071,0.51
10.595,2011.07,0.42
10.599,2011.069,0.6
10.604,2011.068,0.64
10.608,2011.067,0.43
10.613,2011.065,0.32
10.617,2011.064,0.31
10.621,2011.063,0.32
10.626,2011.062,0.59
10.63,2011.061,1.03
10.634,2011.06,1.25
10.639,2011.059,0.76
10.643,2011.058,0.81
10.647,2011.057,0.85
10.652,2011.055,0.95
10.656,2011.054,1.01
10.661,2011.053,1.18
10.665,2011.052,1
10.669,2011.051,1.24
10.674,2011.05,0.99
10.678,2011.049,0.89
10.682,2011.048,1.07
10.687,2011.046,0.92
10.691,2011.045,0.85
10.695,2011.044,0.61
10.7,2011.043,0.75
10.704,2011.042,0.83
10.708,2011.041,1.13
10.713,2011.04,1.36
10.717,2011.039,1.16
10.721,2011.038,0.96
10.726,2011.036,0.98
10.73,2011.035,1.09
10.734,2011.034,1.14
10.739,2011.033,1
10.743,2011.032,0.99
10.747,2011.031,1.09
10.752,2011.03,0.74
10.756,2011.029,0.71
10.761,2011.027,0.61
10.765,2011.026,0.93
10.771,2011.025,1.03
10.777,2011.023,1.32
10.783,2011.022,1.38
10.789,2011.02,0.97
10.795,2011.019,1.26
10.801,2011.017,0.97
10.807,2011.016,0.79
10.813,2011.014,0.78
10.819,2011.013,1.15
10.825,2011.011,0.89
10.831,2011.009,0.94
10.837,2011.008,0.86
10.843,2011.006,0.42
10.849,2011.005,0.52
10.855,2011.003,0.29
10.861,2011.002,0.32
10.867,2011,0.34
10.873,2010.998,0.35
10.879,2010.996,0.24
10.885,2010.994,0.27
10.891,2010.991,0.2
10.896,2010.99,0.52
10.902,2010.987,0.62
10.908,2010.985,0.58
10.914,2010.983,0.81
10.92,2010.981,0.48
10.925,2010.979,1.1
10.931,2010.976,1.5
10.937,2010.974,1.74
10.943,2010.972,1.57
10.949,2010.97,2
10.954,2010.968,2
10.96,2010.966,2.25
10.966,2010.963,1.71
10.972,2010.961,1.64
10.978,2010.959,2.34
10.983,2010.957,2.04
10.989,2010.955,2.23
10.995,2010.952,2.01
11.002,2010.95,1.62
11.008,2010.948,1.36
11.014,2010.945,1.11
11.021,2010.943,0.83
11.027,2010.94,0.61
11.033,2010.938,0.35
11.04,2010.936,0.73
11.046,2010.933,0.92
11.052,2010.931,1.07
11.059,2010.929,0.86
11.065,2010.926,0.81
11.072,2010.924,0.76
11.078,2010.921,0.36
11.084,2010.919,0.14
11.091,2010.917,0.23
11.097,2010.914,0.13
11.103,2010.912,0.09
11.11,2010.909,0.19
11.116,2010.907,0.06
11.122,2010.905,0.16
11.128,2010.903,0.08
11.134,2010.9,0.28
11.14,2010.898,0.21
11.146,2010.896,0.25
11.152,2010.894,0.33
11.158,2010.891,0.4
11.164,2010.889,0.65
11.17,2010.887,0.59
11.176,2010.885,0.45
11.183,2010.882,0.19
11.189,2010.88,0.11
11.195,2010.878,0.12
11.201,2010.875,0.14
11.207,2010.873,0.1
11.213,2010.871,0.49
11.219,2010.869,0.6
11.225,2010.866,1.47
11.231,2010.864,3.05
11.237,2010.862,5.65
11.243,2010.86,6.59
11.249,2010.857,5.64
11.255,2010.855,4.8
11.26,2010.853,3.72
11.266,2010.851,3.27
11.272,2010.849,2.22
11.278,2010.847,2
11.284,2010.844,2.41
11.29,2010.842,2.08
11.296,2010.84,1.48
11.302,2010.838,1.34
11.307,2010.836,1.17
11.313,2010.833,1.01
11.319,2010.831,0.81
11.325,2010.829,0.79
11.331,2010.827,0.64
11.337,2010.824,0.41
11.343,2010.822,0.45
11.349,2010.82,0.48
11.354,2010.818,0.51
11.36,2010.816,0.74
11.366,2010.814,0.91
11.372,2010.811,1.01
11.377,2010.809,0.88
11.383,2010.807,0.71
11.389,2010.805,0.31
11.395,2010.803,0.21
11.401,2010.801,0.29
11.406,2010.799,0.25
11.412,2010.796,0.11
11.418,2010.794,0.05
11.424,2010.792,0.06
11.429,2010.79,0.13
11.435,2010.788,0.21
11.441,2010.786,0.69
11.447,2010.783,0.68
11.453,2010.781,0.89
11.458,2010.779,1.25
11.464,2010.777,1.95
11.469,2010.775,2.03
11.474,2010.773,1.88
11.48,2010.771,2.33
11.485,2010.769,2.4
11.49,2010.767,2.2
11.495,2010.765,1.96
11.501,2010.763,2.09
11.506,2010.761,1.81
11.511,2010.759,1.56
11.516,2010.757,1.4
11.522,2010.755,0.94
11.527,2010.753,0.86
11.532,2010.751,0.52
11.538,2010.749,0.25
11.543,2010.747,0.36
11.548,2010.746,0.44
11.553,2010.744,0.15
11.559,2010.741,0.38
11.564,2010.74,0.12
11.568,2010.738,0.06
11.573,2010.736,0.19
11.577,2010.735,0.42
11.582,2010.733,1.5
11.586,2010.731,3.55
11.591,2010.729,9.02
11.595,2010.728,13.3
11.599,2010.726,14.31
11.604,2010.725,12.82
11.608,2010.723,11.65
11.613,2010.721,8.71
11.617,2010.72,7.69
11.622,2010.718,7.43
11.626,2010.716,6.9
11.63,2010.715,7.51
11.635,2010.713,7.52
11.639,2010.711,7.4
11.644,2010.71,6.45
11.648,2010.708,7.24
11.652,2010.707,6.28
11.657,2010.705,5.32
11.661,2010.703,5.52
11.665,2010.702,4.81
11.67,2010.7,5.31
11.674,2010.698,4.46
11.678,2010.697,3.85
11.683,2010.695,3.45
11.687,2010.693,3.75
11.691,2010.692,4.02
11.696,2010.69,3.3
11.7,2010.689,4.17
11.704,2010.687,4.32
11.709,2010.685,4.12
11.713,2010.684,7.96
11.717,2010.682,16.06
11.722,2010.68,23.25
11.726,2010.679,25.74
11.73,2010.677,22.22
11.735,2010.676,17.98
11.739,2010.674,12.56
11.743,2010.673,11.12
11.748,2010.671,11.24
11.752,2010.669,8.51
11.757,2010.667,6.51
11.761,2010.666,4.3
11.766,2010.664,3.73
11.77,2010.662,4.08
11.775,2010.661,3.77
11.779,2010.659,4.1
11.784,2010.657,4.03
11.788,2010.656,3.62
11.792,2010.654,3.74
11.797,2010.652,4.29
11.801,2010.651,4.67
11.806,2010.649,6.09
11.81,2010.647,9.32
11.815,2010.646,13.12
11.819,2010.644,14.91
11.824,2010.642,16.79
11.828,2010.641,18.09
11.833,2010.639,22.36
11.837,2010.637,20.17
11.842,2010.635,16.38
11.847,2010.634,12.66
11.851,2010.632,9.02
11.856,2010.63,7.13
11.86,2010.629,5.77
11.865,2010.627,4.56
11.869,2010.625,3.45
11.874,2010.623,3.96
11.879,2010.622,4.35
11.883,2010.62,1.76
11.888,2010.618,1.88
11.892,2010.617,1.39
11.897,2010.615,1.13
11.901,2010.613,1.01
11.906,2010.612,1.03
11.91,2010.61,0.97
11.915,2010.608,1.69
11.919,2010.607,2.36
11.923,2010.605,3.33
11.927,2010.604,4.25
11.931,2010.602,4.36
11.935,2010.601,5.81
11.939,2010.599,6.03
11.944,2010.597,6.27
11.948,2010.596,5.61
11.952,2010.594,5.95
11.956,2010.593,5.79
11.96,2010.591,5.52
11.964,2010.59,5.14
11.968,2010.588,6.08
11.972,2010.587,6.94
11.976,2010.585,8.65
11.98,2010.584,10.63
11.984,2010.582,12.67
11.988,2010.581,11.75
11.992,2010.579,11.91
11.996,2010.578,12.07
12,2010.576,15.18
12.004,2010.575,19.23
12.008,2010.573,19.77
12.012,2010.572,21.65
12.016,2010.57,23.76
12.02,2010.569,23.89
12.024,2010.567,24.02
12.028,2010.566,25.67
12.032,2010.564,26.19
12.036,2010.563,25.67
12.04,2010.561,23.75
12.044,2010.56,23.01
12.048,2010.558,18.81
12.052,2010.557,13.72
12.056,2010.555,9.49
12.06,2010.554,7.5
12.064,2010.552,5.37
12.068,2010.551,4.9
12.072,2010.549,4.03
12.076,2010.548,3.33
12.081,2010.546,2.76
12.085,2010.545,2.01
12.089,2010.543,1.82
12.093,2010.542,1.79
12.097,2010.54,1.52
12.102,2010.538,1.57
12.106,2010.537,1.53
12.11,2010.535,1.26
12.114,2010.534,1.13
12.119,2010.532,0.86
12.123,2010.53,1.87
12.127,2010.529,2.75
12.131,2010.527,4.06
12.135,2010.526,4.84
12.14,2010.524,5.98
12.144,2010.522,6.05
12.148,2010.521,7.68
12.152,2010.519,7.99
12.157,2010.518,7.99
12.161,2010.516,5.73
12.166,2010.514,5.53
12.17,2010.513,4.89
12.175,2010.511,5.64
12.179,2010.509,5.76
12.184,2010.507,5.8
12.188,2010.506,7.23
12.192,2010.504,6.33
12.197,2010.503,6.25
12.201,2010.501,4.92
12.206,2010.499,4.35
12.21,2010.498,2.92
12.215,2010.496,2.9
12.219,2010.494,2.12
12.224,2010.492,2.41
12.228,2010.491,2.14
12.232,2010.49,2.02
12.237,2010.488,1.72
12.241,2010.486,1.6
12.246,2010.484,2.47
12.25,2010.483,6.77
12.255,2010.481,6.92
12.259,2010.479,8.53
12.263,2010.478,7.82
12.268,2010.476,6.85
12.272,2010.475,3.77
12.277,2010.473,4.01
12.281,2010.471,4.64
12.285,2010.47,6.58
12.29,2010.468,6.26
12.294,2010.466,6.79
12.299,2010.464,6.49
12.303,2010.463,6.31
12.308,2010.461,6.3
12.312,2010.46,7.96
12.316,2010.458,8.97
12.321,2010.456,9.26
12.325,2010.455,6.92
12.33,2010.453,5.78
12.334,2010.451,4.17
12.339,2010.449,3.45
12.343,2010.448,2.38
12.348,2010.446,1.51
12.352,2010.445,1.88
12.357,2010.443,1.64
12.361,2010.441,1.86
12.366,2010.439,1.8
12.37,2010.438,1.73
12.374,2010.436,1.75
12.379,2010.434,1.97
12.383,2010.433,2.13
12.388,2010.431,2.12
12.392,2010.43,2.2
12.397,2010.428,1.88
12.401,2010.426,1.78
12.406,2010.424,1.65
12.41,2010.423,1.25
12.415,2010.421,1.22
12.419,2010.42,1.25
12.424,2010.418,1.16
12.428,2010.416,1.3
12.432,2010.415,1.33
12.437,2010.413,1.31
12.441,2010.411,1.6
12.445,2010.41,2.33
12.45,2010.408,2.71
12.454,2010.406,3.53
12.459,2010.405,3.74
12.463,2010.403,3.13
12.467,2010.402,3.01
12.472,2010.4,3.1
12.476,2010.398,3.16
12.48,2010.397,3.58
12.485,2010.395,3.85
12.489,2010.393,3.23
12.493,2010.392,3.24
12.498,2010.39,2.92
12.502,2010.388,3.76
12.506,2010.387,3.2
12.511,2010.385,3.13
12.515,2010.384,2.51
12.519,2010.382,1.59
12.523,2010.381,1.05
12.527,2010.379,0.61
12.531,2010.378,0.8
12.536,2010.376,0.89
12.54,2010.374,0.87
12.544,2010.373,1.06
12.548,2010.371,0.94
12.552,2010.37,0.97
12.557,2010.368,0.96
12.561,2010.366,1.1
12.565,2010.365,1.11
12.569,2010.363,0.87
12.573,2010.362,0.73
12.577,2010.36,0.49
12.582,2010.359,0.34
12.586,2010.357,0.37
12.59,2010.356,0.4
12.594,2010.354,0.24
12.599,2010.352,0.33
12.603,2010.351,0.24
12.607,2010.349,0.16
12.611,2010.348,0.47
12.616,2010.346,0.33
12.62,2010.344,0.52
12.624,2010.343,0.83
12.628,2010.341,1.41
12.633,2010.339,1.6
12.637,2010.338,1.9
12.641,2010.336,2.16
12.645,2010.335,2.97
12.65,2010.333,2.86
12.654,2010.332,3.06
12.658,2010.33,3.44
12.662,2010.329,3.26
12.666,2010.327,3.38
12.67,2010.326,3.62
12.674,2010.324,3.18
12.678,2010.323,2.65
12.682,2010.321,2.8
12.686,2010.32,3.07
12.69,2010.318,2.52
12.694,2010.317,2.58
12.698,2010.315,2.36
12.702,2010.314,2.08
12.706,2010.312,2.13
12.71,2010.311,2.16
12.715,2010.309,2.09
12.719,2010.307,2.02
12.723,2010.306,2.41
12.727,2010.304,2.33
12.731,2010.303,2.57
12.735,2010.301,2.08
12.739,2010.3,2.48
12.743,2010.298,3.22
12.747,2010.297,1.95
12.75,2010.296,2.04
12.754,2010.294,1.61
12.758,2010.293,1.87
12.762,2010.291,1.94
12.766,2010.29,2.02
12.77,2010.288,1.9
12.774,2010.287,2.19
12.778,2010.285,2.01
12.782,2010.284,1.85
12.786,2010.282,1.97
12.79,2010.281,1.8
12.794,2010.279,2.76
12.798,2010.278,2.52
12.802,2010.276,2.55
12.806,2010.275,3.56
12.81,2010.273,3.9
12.813,2010.272,5.04
12.817,2010.271,4.97
12.822,2010.269,5.34
12.826,2010.267,4.87
12.83,2010.266,6.24
12.834,2010.264,6.71
12.839,2010.262,6.31
12.843,2010.261,6.62
12.847,2010.259,5.76
12.852,2010.257,4.41
12.856,2010.256,3.7
12.86,2010.254,3.37
12.864,2010.253,2.98
12.869,2010.251,2.69
12.873,2010.25,2.6
12.877,2010.248,2.88
12.882,2010.246,2.9
12.886,2010.245,2.5
12.89,2010.243,2.9
12.894,2010.242,2.6
12.899,2010.24,2.16
12.903,2010.238,2.43
12.907,2010.237,2.25
12.911,2010.235,2.08
12.915,2010.234,2.07
12.919,2010.232,2.15
12.923,2010.231,2.76
12.927,2010.229,2.58
12.931,2010.228,2.06
12.935,2010.226,1.7
12.939,2010.225,1.78
12.943,2010.223,1.63
12.947,2010.222,1.3
12.952,2010.22,1.46
12.956,2010.219,1.19
12.96,2010.217,1.76
12.964,2010.216,1.21
12.968,2010.214,1.03
12.972,2010.213,1.12
12.976,2010.211,1.26
12.98,2010.21,1.25
12.984,2010.208,1.09
12.988,2010.207,1.38
12.992,2010.205,1.35
12.996,2010.204,0.95
13,2010.202,0.96
13.004,2010.201,1.06
13.008,2010.199,1.11
13.012,2010.198,0.7
13.016,2010.196,0.72
13.021,2010.194,0.48
13.025,2010.193,0.46
13.029,2010.191,0.43
13.033,2010.19,0.36
13.037,2010.188,0.4
13.041,2010.187,0.44
13.045,2010.185,0.55
13.049,2010.184,0.9
13.053,2010.182,1.15
13.057,2010.181,1.03
13.061,2010.179,1.11
13.065,2010.178,1.15
13.069,2010.176,1.21
13.074,2010.174,1.29
13.078,2010.173,1.31
13.082,2010.171,1.37
13.086,2010.17,1.29
13.09,2010.168,1.71
13.094,2010.167,2.57
13.098,2010.165,1.99
13.102,2010.164,1.68
13.106,2010.162,1.61
13.11,2010.161,1.64
13.114,2010.159,1.57
13.118,2010.158,0.99
13.122,2010.156,0.96
13.126,2010.155,0.84
13.13,2010.153,0.96
13.134,2010.152,0.75
13.138,2010.15,1.19
13.142,2010.149,1.09
13.146,2010.147,1.27
13.15,2010.146,1.75
13.154,2010.144,2.2
13.158,2010.143,2.04
13.162,2010.141,2.04
13.167,2010.14,2.58
13.171,2010.138,2.9
13.175,2010.137,3.03
13.179,2010.135,3.62
13.183,2010.134,3.44
13.187,2010.132,4.02
13.191,2010.131,3.05
13.195,2010.129,3.18
13.2,2010.127,2.9
13.204,2010.126,2.34
13.208,2010.124,2.13
13.212,2010.123,2.1
13.216,2010.121,1.82
13.22,2010.12,1.42
13.224,2010.118,1.15
13.228,2010.117,1.32
13.232,2010.115,1.64
13.236,2010.114,1.37
13.24,2010.112,1.25
13.245,2010.11,1.01
13.249,2010.109,1.06
13.253,2010.107,0.91
13.257,2010.106,0.59
13.261,2010.104,0.67
13.265,2010.103,0.44
13.269,2010.101,0.5
13.273,2010.1,0.65
13.277,2010.098,0.86
13.281,2010.097,0.72
13.285,2010.095,0.89
13.289,2010.094,1.11
13.293,2010.092,1.05
13.297,2010.091,1.04
13.301,2010.089,1.15
13.305,2010.088,1.28
13.309,2010.086,1.11
13.313,2010.085,0.8
13.317,2010.083,0.94
13.321,2010.082,0.59
13.326,2010.08,0.54
13.33,2010.079,0.45
13.334,2010.077,0.51
13.338,2010.076,0.67
13.342,2010.074,0.63
13.346,2010.073,0.93
13.35,2010.071,0.83
13.354,2010.07,1.43
13.358,2010.068,1.52
13.363,2010.066,1.4
13.367,2010.065,1.45
13.371,2010.063,1.42
13.375,2010.062,1.15
13.379,2010.06,1.47
13.384,2010.058,0.3
13.389,2010.056,0.29
13.394,2010.055,0.3
13.399,2010.053,0.37
13.404,2010.051,0.47
13.409,2010.049,0.31
13.414,2010.047,0.4
13.418,2010.046,0.38
13.423,2010.044,0.33
13.428,2010.042,0.24
13.433,2010.04,0.4
13.438,2010.038,0.24
13.443,2010.036,0.26
13.448,2010.034,0.31
13.452,2010.033,1.1
13.457,2010.031,0.73
13.461,2010.03,0.83
13.465,2010.028,0.65
13.47,2010.026,0.76
13.474,2010.025,0.59
13.479,2010.023,0.43
13.483,2010.021,0.6
13.487,2010.02,0.46
13.492,2010.018,0.35
13.496,2010.016,0.57
13.5,2010.015,0.43
13.505,2010.013,0.44
13.509,2010.012,0.39
13.513,2010.01,0.48
13.518,2010.008,0.3
13.522,2010.007,0.36
13.526,2010.005,0.36
13.531,2010.003,0.39
13.535,2010.002,0.23
13.54,2010,0.39
13.544,2009.999,0.32
13.548,2009.998,0.4
13.553,2009.996,0.46
13.557,2009.995,0.44
13.561,2009.994,0.71
13.566,2009.993,0.41
13.57,2009.991,0.68
13.574,2009.99,0.62
13.579,2009.989,0.54
13.583,2009.988,0.48
13.587,2009.987,0.4
13.592,2009.985,0.39
13.596,2009.984,0.51
13.6,2009.983,0.48
13.605,2009.982,0.43
13.609,2009.98,0.7
13.614,2009.979,0.87
13.618,2009.978,1.04
13.623,2009.977,1.49
13.627,2009.975,1.38
13.632,2009.974,1.69
13.637,2009.973,1.77
